  1		 8, 12, 16, 23, 25, 41
  2		17, 23, 28, 33, 35, 47
  3		11, 14, 16, 42, 47, 48
  4		13, 18, 22, 31, 44, 49
  5		 6,  9, 19, 34, 47, 49
  6		 2, 13, 16, 17, 18, 43
  7		13, 27, 32, 33, 43, 49
  8		 3,  6, 27, 29, 30, 40
  9		14, 18, 19, 24, 30, 44
 10		 5, 13, 21, 27, 28, 32
 11		11, 16, 18, 35, 38, 49
 12		 6, 19, 33, 34, 36, 49
 13		 7, 18, 23, 31, 35, 37
 14		 8, 17, 29, 31, 34, 37
 15		 5, 20, 28, 30, 33, 49
 16		15, 19, 31, 33, 40, 42
 17		 1,  7, 24, 33, 45, 48
 18		 1,  3,  5, 12, 37, 44
 19		 1,  5, 10, 20, 32, 39
 20		11, 14, 15, 16, 44, 47
 21		 1,  7, 19, 23, 28, 32
 22		 8, 13, 24, 35, 39, 45
 23		 2,  3, 11, 13, 44, 45
 24		17, 22, 25, 26, 46, 49
 25		 5, 10, 12, 28, 31, 32
 26		15, 32, 41, 43, 44, 48
 27		 6, 13, 21, 35, 36, 45
 28		 1,  2, 17, 34, 43, 44
 29		10, 17, 19, 25, 33, 46
 30		 7, 10, 22, 24, 33, 39
 31		 4, 10, 15, 26, 45, 49
 32		 1,  6, 18, 29, 36, 42
 33		 8, 10, 16, 21, 26, 42
 34		 3,  5, 12, 26, 29, 47
 35		12, 18, 21, 46, 47, 48
 36		 3,  5, 15, 25, 37, 45
 37		 3,  5,  8, 21, 39, 45
 38		13, 23, 25, 28, 37, 44
 39		 8, 10, 12, 31, 44, 49
 40		 6, 12, 15, 30, 45, 47
 41		 9, 18, 21, 22, 36, 41
 42		 8,  9, 16, 31, 40, 45
 43		 1,  7,  9, 17, 34, 35
 44		13, 21, 23, 38, 41, 46
 45		 4,  8, 11, 20, 26, 27
 46		11, 20, 28, 35, 40, 44
 47		15, 16, 18, 19, 21, 39
 48		 8, 10, 16, 32, 42, 47
 49		18, 24, 27, 31, 38, 40
 50		12, 22, 24, 25, 34, 48
 51		24, 31, 37, 41, 45, 49
 52		13, 19, 22, 36, 40, 43
 53		 3,  5, 22, 38, 45, 46
 54		 4,  9, 18, 31, 34, 38
 55		 7,  9, 21, 35, 38, 41
 56		 6,  7,  9, 22, 24, 40
 57		 1,  9, 19, 25, 28, 34
 58		 6,  8, 39, 42, 47, 49
 59		 2,  6, 29, 34, 41, 47
 60		 9, 21, 24, 30, 39, 46
 61		16, 17, 32, 33, 45, 46
 62		 1,  9, 14, 21, 34, 46
 63		 2,  4, 31, 36, 38, 46
 64		 4, 22, 25, 26, 39, 41
 65		 6,  7, 18, 26, 29, 39
 66		 1,  9, 31, 33, 41, 49
 67		 5,  6,  7, 12, 15, 46
 68		 9, 20, 28, 32, 34, 43
 69		11, 15, 17, 22, 23, 40
 70		11, 22, 24, 28, 34, 46
 71		 1, 11, 16, 21, 25, 30
 72		 3,  4, 13, 30, 45, 47
 73		 4,  9, 20, 22, 24, 27
 74		 5, 14, 21, 22, 23, 48
 75		11, 12, 17, 19, 42, 46
 76		18, 25, 32, 35, 36, 47
 77		20, 22, 25, 27, 30, 48
 78		13, 18, 25, 39, 48, 49
 79		22, 23, 27, 35, 36, 42
 80		 3,  4,  8, 14, 15, 36
 81		 7, 11, 39, 45, 46, 49
 82		16, 38, 39, 40, 42, 43
 83		 9, 13, 18, 34, 48, 49
 84		 3, 24, 25, 26, 28, 35
 85		 8, 16, 25, 31, 36, 46
 86		 4,  7, 12, 13, 24, 33
 87		22, 26, 35, 37, 41, 43
 88		 5,  7, 15, 21, 28, 37
 89		12, 26, 32, 33, 35, 37
 90		 2, 21, 22, 23, 29, 39
 91		15, 39, 40, 43, 47, 48
 92		 8, 11, 12, 23, 31, 49
 93		 7,  9, 11, 45, 48, 49
 94		23, 28, 33, 36, 40, 46
 95		 5,  6,  9, 20, 34, 35
 96		10, 14, 17, 33, 35, 37
 97		 2,  3,  7, 23, 34, 37
 98		 2,  3, 20, 34, 36, 38
 99		 1,  9, 11, 32, 37, 41
100		 2,  9, 15, 25, 36, 45
101		 2,  6, 17, 35, 37, 41
102		 7, 13, 27, 37, 40, 41
103		13, 14, 20, 21, 26, 35
104		 2,  7, 17, 19, 23, 27
