 59		 1,  9, 26, 31, 33, 42		 8, 19, 21, 34, 36, 48
 60		 2, 12, 14, 18, 22, 35		 4, 24, 30, 33, 35, 46
 61		 2, 20, 38, 40, 48, 49		11, 16, 23, 29, 30, 48
 62		11, 12, 15, 16, 18, 42		 5, 14, 21, 30, 32, 34
 63		 9, 13, 18, 23, 35, 44		24, 25, 32, 33, 35, 49
 64		13, 15, 19, 36, 39, 49		10, 25, 29, 32, 39, 46
 65		12, 13, 22, 24, 29, 42		 6,  7, 10, 13, 22, 26
 66		 7,  8, 12, 17, 37, 42		13, 26, 29, 41, 48, 49
 67		 7, 11, 23, 29, 44, 45		 9, 16, 21, 31, 33, 37
 68		10, 30, 41, 42, 43, 49		 6, 21, 22, 23, 37, 48
 69		 2, 18, 36, 38, 41, 46		11, 23, 38, 42, 44, 45
 70		12, 13, 20, 39, 41, 42		18, 22, 36, 44, 48, 49
 71		 7, 19, 39, 44, 45, 47		 2, 14, 15, 18, 36, 49
 72		10, 36, 43, 45, 46, 48		15, 17, 23, 25, 29, 34
 73		19, 33, 37, 38, 41, 43		 4,  7, 19, 29, 31, 43
 74		16, 22, 26, 28, 39, 40		 4,  7,  8, 21, 29, 31
 75		 8, 11, 17, 42, 43, 47		 4,  7,  8, 12, 27, 38
 76		 4, 24, 37, 38, 43, 47		19, 22, 23, 29, 36, 40
 77		 3, 10, 17, 19, 39, 46		 6, 18, 20, 21, 25, 33
 78		11, 13, 34, 40, 43, 46		 8, 15, 29, 33, 37, 39
 79		 3, 12, 13, 32, 34, 39		11, 20, 30, 34, 41, 48
 80		 2, 11, 30, 34, 38, 42		 8, 23, 29, 32, 39, 47
 81		 8,  9, 15, 17, 26, 43		12, 14, 35, 40, 46, 47
 82		 5, 22, 23, 26, 36, 42		 2,  4, 15, 16, 19, 32
 83		15, 19, 30, 36, 44, 49		 4, 16, 29, 41, 42, 44
 84		 2,  8, 20, 28, 41, 43		29, 32, 39, 41, 46, 47
 85		 6, 21, 22, 30, 35, 37		 6, 10, 19, 27, 35, 40
 86		12, 14, 20, 28, 29, 38		 5,  9, 20, 25, 34, 40
 87		 1, 19, 29, 38, 46, 48		14, 33, 36, 37, 48, 49
 88		 2,  9, 26, 30, 31, 36		15, 25, 31, 45, 48, 49
 89		10, 26, 27, 33, 37, 44		23, 31, 36, 40, 42, 46
 90		11, 14, 17, 18, 27, 45		10, 14, 31, 34, 42, 46
 91		 8, 12, 14, 18, 19, 22		25, 27, 31, 32, 41, 43
 92		 4, 12, 16, 30, 38, 46		 9, 16, 36, 37, 38, 48
 93		 2,  7, 26, 34, 47, 48		15, 19, 33, 37, 40, 46
 94		 9, 12, 27, 40, 42, 47		 3,  4, 11, 30, 45, 49
 95		 9, 12, 14, 30, 48, 49		 1, 16, 20, 23, 31, 46
 96		 3,  7, 10, 34, 38, 40		 7, 16, 29, 30, 35, 48
 97		 9, 10, 21, 28, 38, 40		 5, 15, 26, 35, 40, 48
 98		 4, 17, 21, 22, 23, 31		14, 16, 24, 27, 42, 46
 99		 7, 24, 25, 26, 43, 45		 6,  8, 11, 12, 19, 30
100		20, 24, 26, 43, 47, 48		 2, 10, 16, 30, 35, 40
101		10, 11, 13, 20, 28, 48		 3, 10, 12, 29, 30, 32
102		13, 30, 35, 43, 47, 49		 6, 26, 29, 31, 39, 49
103		 4, 14, 20, 35, 36, 48		 6, 10, 12, 31, 48, 49
104		 8, 13, 24, 37, 43, 45		 7, 20, 22, 23, 29, 35
