0,8,12,25,31,40,42
1,6,13,28,38,46,47
2,2,7,15,26,27,49
3,7,10,21,26,32,38
4,8,14,18,22,31,38
5,8,18,19,24,33,42
6,10,15,23,29,37,49
7,22,27,28,41,44,47
8,18,21,22,37,41,49
9,1,9,10,18,32,41
10,7,8,11,19,29,30
11,2,16,18,27,34,47
12,9,11,21,30,33,48
13,2,8,20,32,37,41
14,13,18,19,29,36,42
15,3,11,16,17,26,49
16,6,15,20,30,35,36
17,5,16,20,31,35,40
18,7,12,24,30,32,34
19,9,11,13,19,30,34
20,1,10,12,16,28,40
21,11,16,18,22,36,45
22,4,6,25,31,41,48
23,3,8,23,37,40,41
24,8,17,19,20,23,44
25,12,15,30,31,41,43
26,16,19,35,37,46,49
27,3,4,21,26,42,49
28,2,16,30,40,42,49
29,17,26,30,39,42,43
30,6,12,25,28,33,35
31,5,10,14,22,33,43
32,2,7,14,34,42,43
33,4,9,10,18,35,48
34,16,18,21,24,28,43
35,3,14,22,32,33,34
36,8,11,41,42,43,46
37,3,4,9,16,26,42
38,1,10,11,23,45,46
39,4,6,17,21,27,31
40,4,13,22,25,31,35
41,2,17,19,22,33,44
42,8,32,34,35,40,42
43,7,15,19,29,38,47
44,13,16,20,36,47,49
45,7,21,23,25,31,44
46,12,16,19,32,38,40
47,1,8,19,27,41,44
48,12,21,27,28,41,45
49,6,8,23,27,42,47
50,17,24,31,32,37,47
51,1,13,16,21,30,34
52,6,16,22,32,38,45
