601,1,3,6,31,35,37      3,11,12,24,31,36
1,4,6,18,19,38,48       5,10,15,19,20,27
2,15,20,22,30,43,44     1,11,12,15,24,33
3,11,22,31,36,41,45     1,5,10,14,30,46
4,14,15,16,27,29,34     2,22,24,30,32,48
5,20,31,35,37,39,43     7,8,17,24,25,47
6,18,22,24,27,28,40     21,25,29,37,46,48
7,9,17,18,20,24,45      1,8,9,12,20,33
8,9,10,17,29,34,46      5,11,20,21,35,37
9,1,20,21,23,32,40      5,6,12,32,38,45
10,3,11,15,23,39,41     6,23,25,43,44,45
11,4,6,9,41,46,47       12,22,23,30,33,36
12,4,10,13,19,21,30     11,12,25,38,44,48
13,26,27,36,37,40,45    8,24,32,39,44,46
14,2,20,26,28,37,46     3,4,17,24,44,46
15,3,7,13,17,32,44      2,9,12,28,30,41
16,15,31,32,36,43,45    6,20,29,30,42,47
17,11,17,24,33,36,39    18,19,26,30,36,49
18,1,2,12,13,43,48      9,10,13,31,38,46
19,8,26,38,40,42,47     5,12,22,34,39,46
20,7,17,25,27,31,36     11,24,33,39,40,41
21,12,14,22,33,34,40    24,25,31,34,44,45
22,1,28,30,35,37,38     12,17,22,32,41,48
23,4,17,20,24,39,45     9,19,21,23,30,48
24,17,25,28,35,41,44    2,24,27,33,34,46
25,6,11,14,34,42,43     2,4,23,36,37,39
26,6,37,39,44,46,47     5,6,24,25,26,33
27,3,9,14,27,31,42      4,5,9,17,29,46
28,1,7,16,23,30,31      11,15,22,23,45,49
29,5,15,19,44,46,48     19,25,31,33,41,43
30,3,12,13,14,21,42     2,15,17,25,29,35
31,1,4,16,20,27,41      10,28,34,35,36,45
32,1,4,11,23,28,37      4,20,29,33,35,43
33,6,11,20,24,41,45     26,28,32,36,39,43
34,3,4,16,29,30,36      2,6,8,27,34,49
35,8,20,25,30,34,37     4,5,16,24,32,34
36,15,19,25,26,33,38    2,17,29,34,39,44
602,4,6,32,36,39,46     17,21,37,38,39,48
37,14,20,27,42,43,44    4,9,12,40,46,48
38,1,4,16,24,30,41      4,7,10,15,37,49
39,18,24,25,27,31,41    9,15,34,38,40,46
40,2,6,14,34,36,40      6,17,19,21,33,37
41,4,7,12,18,20,32      2,8,17,36,38,49
42,1,8,9,13,14,30       6,11,22,43,47,48
43,7,22,24,25,29,46     7,10,19,25,30,36
44,3,5,7,13,29,33       1,7,14,18,21,35
45,11,13,29,37,38,49    15,16,17,30,31,33
46,9,11,19,23,42,47     4,15,24,28,29,35
47,6,13,29,41,46,47     4,6,9,21,22,38
48,12,21,26,43,45,49    15,16,19,25,30,45
49,8,11,14,18,30,43     9,12,21,34,35,40
50,4,18,21,33,34,49     5,7,9,20,32,47
51,4,7,12,23,40,47      3,4,7,14,28,40
52,6,7,11,18,23,24      9,11,19,21,26,48
