0,17,18,22,24,30,35     3,8,9,22,31,41
1,5,6,24,29,37,48       7,8,13,24,30,48
2,5,6,8,30,48,49        6,13,16,30,34,45
3,2,11,21,46,47,48      7,19,20,27,28,46
4,7,20,21,38,39,43      14,21,25,35,40,41
5,11,12,22,33,34,44     1,6,8,13,32,33
6,5,21,30,32,41,45      17,20,21,44,46,49
7,3,18,27,41,45,49      4,9,12,24,32,39
601,5,26,28,30,31,45    3,17,25,33,36,42     12,14,18,22,31,47   2,4,10,13,19,42
8,6,8,13,17,42,43       3,13,16,20,21,42
9,11,14,24,33,35,37     5,10,20,34,43,45
10,1,7,8,9,16,29        5,13,14,22,41,45
602,1,3,6,18,30,42      3,5,23,25,42,48
11,15,21,26,35,37,46    2,8,28,33,34,47
12,9,11,14,35,42,43     11,15,19,31,34,46
13,19,20,24,29,34,37    3,4,7,15,24,28
14,5,22,27,34,35,36     10,14,24,32,40,45
15,1,5,24,25,38,46      5,17,18,28,30,38
16,6,11,16,18,30,44     6,7,17,32,44,47
17,11,16,19,30,32,36    5,11,12,24,26,38
18,8,9,26,29,45,47      7,10,16,30,33,47
19,3,10,11,19,21,46     5,14,18,38,43,44
20,10,25,32,39,41,43    4,6,11,24,28,37
21,7,16,33,44,46,47     9,11,13,32,35,37
22,2,22,30,33,38,44     4,5,21,29,38,45
23,21,23,24,33,38,42    1,8,22,26,29,38
24,1,15,24,27,31,48     8,9,21,28,39,41
603,5,12,27,33,36,39    20,21,30,32,46,47
25,11,20,26,31,32,38    5,15,26,30,36,41
26,3,9,19,26,37,48      4,7,24,29,38,43
27,1,5,10,19,43,48      2,15,22,32,38,47
28,13,29,30,32,40,45    11,23,35,40,44,45
29,1,8,10,18,29,47      9,12,14,26,29,44
30,7,8,16,21,32,36      1,20,27,39,47,49
31,9,12,15,38,42,48     5,19,32,39,43,44
32,8,16,17,29,40,45     2,14,25,27,30,42
33,7,8,10,20,28,46      19,22,24,34,42,46
34,17,18,23,25,27,32    10,11,19,29,35,44
35,1,12,17,18,38,46     4,15,23,30,40,47
36,12,13,18,19,37,46    24,31,38,39,44,45
37,2,5,13,25,30,40      14,17,18,23,47,48
38,9,18,30,35,46,48     16,17,21,40,42,44
39,17,25,32,33,40,41    27,33,37,38,47,49
40,7,17,23,30,46,48     4,5,16,25,33,48
41,8,9,12,14,23,43      9,11,12,18,28,43
42,21,26,38,39,41,49    4,13,17,23,28,45
43,14,21,24,27,47,49    7,12,23,27,42,47
44,4,20,31,32,38,42     5,6,9,22,29,36
45,14,21,26,29,31,48    4,9,20,35,38,44
46,6,17,20,32,39,45     4,5,26,33,39,41
47,1,5,13,29,30,41      7,8,28,35,45,46
604,9,19,33,40,41,47    1,11,16,25,36,45
48,6,10,19,22,27,43     7,16,27,28,32,43
49,1,3,4,16,21,48       1,11,17,31,32,39
50,2,19,21,23,32,36     2,10,17,20,32,37
51,5,14,16,17,24,47     6,8,14,16,33,37
52,7,9,12,18,28,48      6,7,9,15,30,40
