601,25,33,39,44,45,49   1,9,12,27,30,36
1,15,21,37,40,41,47     10,13,16,27,42,45
2,3,29,32,36,40,48      9,14,23,34,40,42
3,1,18,23,24,44,49      1,3,5,12,33,41
4,11,28,34,36,38,42     7,8,16,24,25,29
5,8,12,28,33,41,43      32,35,36,45,46,49
6,12,14,26,27,28,34     6,12,14,15,36,47
7,9,10,17,22,29,35      5,9,17,19,26,33
8,8,16,22,30,38,43      4,7,8,12,33,34
9,7,13,14,16,21,28      10,16,19,24,27,45
10,6,19,27,30,37,40     9,14,17,35,42,46
11,1,10,11,31,35,37     6,7,11,12,21,31
12,16,30,34,38,40,45    12,19,21,31,32,36
13,3,10,23,24,25,46     3,12,14,22,36,48
14,5,10,22,24,36,43     1,9,15,23,47,49
602,3,11,16,21,27,33    3,12,17,29,48,49
15,7,27,28,35,36,45     1,6,15,22,25,43
16,2,13,14,23,36,39     6,9,28,36,41,43
17,4,6,8,22,29,35       13,18,21,33,44,49
603,9,32,35,43,44,47    6,17,18,24,33,41
18,12,26,31,37,41,47    3,12,20,31,36,39
19,1,27,31,42,47,48     9,10,11,12,43,46
20,9,13,15,24,27,37     5,13,19,25,34,39
21,4,14,17,42,43,44     11,12,19,20,36,38
22,9,10,17,29,38,40     11,23,25,30,34,38
23,20,21,22,29,43,48    6,7,23,24,34,42
24,3,10,11,17,20,32     5,7,22,24,34,44
25,4,13,14,28,37,43     8,25,36,39,42,43
26,7,10,38,40,45,47     5,7,9,17,23,37
27,2,3,8,11,28,30       17,18,19,21,26,49
28,9,10,14,40,44,46     2,20,28,30,45,46
29,8,22,33,42,47,48     7,11,14,16,28,42
30,15,26,28,40,41,42    5,21,22,37,47,48
31,4,7,9,27,32,42       5,14,20,22,37,44
32,16,24,26,29,42,47    6,8,12,13,33,41
33,11,12,21,24,35,37    3,4,12,24,26,38
34,8,13,14,25,33,34     4,28,30,31,44,46
35,2,13,20,37,38,43     7,11,15,27,35,43
36,11,13,30,38,42,45    5,10,15,21,30,44
37,18,34,42,45,47,49    10,18,24,27,34,48
38,7,8,20,27,31,44      1,17,25,28,36,37
39,3,26,27,37,43,44     4,11,21,25,33,36
40,3,15,18,21,41,42     7,23,25,26,27,36
41,2,23,32,40,44,48     7,23,25,33,41,47
42,1,3,17,24,39,40      9,12,31,41,44,48
43,13,14,21,23,30,42    7,24,28,35,43,46
44,14,20,21,37,45,47    3,9,15,22,31,45
45,1,26,32,38,42,43     3,18,24,33,38,43
46,4,9,11,12,16,46      30,36,41,45,46,48
47,25,26,37,39,42,47    7,8,23,24,31,43
48,8,16,24,25,31,38     5,17,22,26,28,36
49,7,11,20,23,27,47     1,9,13,19,44,45
50,15,22,25,29,41,47    5,14,17,32,43,46
51,4,24,27,29,37,45     10,28,32,39,43,45
52,7,11,19,33,43,49     6,9,10,12,15,24
