 54-18,32,38,39,44,48      4,25,30,32,43,44        1,13,21,28,33,47
 55-8,14,31,41,42,46       14,21,32,34,39,40       3,7,23,25,29,31
 56-1,3,15,17,30,47        9,15,26,28,33,45        6,8,15,33,41,44
 57-9,12,24,33,35,42       3,10,11,35,37,41        5,7,8,17,32,36
 58-10,23,26,29,44,47      1,15,34,40,47,49        7,9,13,19,40,42
 59-15,16,36,40,43,45      30,35,38,39,44,47       11,22,26,38,44,45
 60-4,10,17,18,38,43       2,9,16,20,43,47         4,7,22,24,34,38
 61-13,17,26,27,35,48      2,7,24,27,28,43         1,10,13,20,32,35
 62-11,13,25,27,39,48      5,7,10,14,20,26         17,20,22,30,41,47
 63-5,18,20,23,40,43       4,16,17,28,30,42        26,32,37,38,41,49
 64-2,10,19,30,46,49       2,7,14,21,23,44         6,9,23,24,41,46
 65-1,6,12,13,35,47        3,17,28,36,46,48        23,25,30,32,39,49
 66-1,8,13,45,46,49        1,4,5,24,41,46          14,23,34,36,37,48
 67-1,2,9,21,29,40         22,26,28,29,30,45       3,14,23,25,26,28
 68-8,9,16,34,37,47        4,19,23,25,28,44        4,9,10,16,36,48
 69-6,14,17,20,21,47       12,24,29,30,32,39       5,6,11,24,27,33
 70-1,22,25,42,45,48       2,6,7,22,33,38          3,5,9,10,23,40
 71-1,4,16,42,44,47        2,5,14,26,29,38         4,9,13,23,26,45
 72-11,18,22,27,44,46      21,22,24,29,42,43       3,24,29,31,47,48
 73-26,32,41,45,46,47      8,12,14,19,38,44        4,6,10,22,41,47
 74-5,7,26,42,48,49        6,8,16,17,22,28         14,18,27,28,32,48
 75-12,15,16,17,27,32      21,23,27,28,30,34       2,12,18,31,40,42
 76-1,23,24,25,30,47       4,7,14,21,43,49         1,9,12,27,29,35
 77-3,10,14,31,34,37       2,13,30,33,36,42        16,17,20,24,25,45
 78-3,16,30,41,43,45       9,12,28,30,36,47        1,7,17,19,24,45
 79-9,26,35,38,39,44       2,3,8,9,14,31           10,27,34,40,41,48
 80-12,16,27,31,32,38      9,13,27,42,43,45        1,10,21,24,46,49
 81-3,14,23,28,34,35       5,10,20,33,39,40        17,33,35,47,48,49
 82-1,15,23,40,41,45       4,8,22,23,27,33         1,5,7,9,30,46
 83-11,13,15,27,38,45      23,30,33,34,37,47       10,23,31,34,36,38
 84-9,14,22,38,41,43       11,18,20,32,33,39       26,32,37,40,44,48
 85-2,16,21,23,41,42       1,7,8,19,20,48          9,22,27,31,38,41
 86-5,20,24,25,30,37       2,5,15,16,17,35         6,12,17,18,21,39
 87-12,17,19,21,39,45      6,15,19,28,42,49        5,9,12,14,17,38
 88-18,37,40,43,45,49      8,12,14,31,36,40        20,25,26,34,37,47
 89-12,26,30,34,43,46      2,11,24,28,39,43        10,18,27,34,35,48
 90-3,11,13,17,20,35       14,15,23,27,29,40       7,19,24,33,34,39
 91-9,14,25,26,38,43       8,16,36,38,42,46        1,2,26,33,38,39
 92-20,26,31,37,45,47      14,20,23,24,32,34       3,9,10,22,26,40
 93-7,11,22,39,40,41       16,19,32,40,44,48       5,15,21,36,42,47
 94-6,10,18,35,36,47       2,12,13,21,37,48        6,10,22,34,46,47
 95-8,13,21,40,44,49       5,7,24,25,45,48         2,8,23,29,31,41
 96-1,6,8,9,19,42          24,26,34,41,45,48       7,27,36,41,46,47
 97-3,7,18,25,28,35        1,24,26,28,41,43        1,8,17,24,37,41
 98-1,7,16,17,30,34        26,27,34,40,42,44       19,20,33,34,35,39
 99-12,15,16,33,39,43      3,23,28,36,37,44        10,11,22,26,37,41
100-3,18,23,30,39,40       1,3,8,15,35,44          7,16,18,44,46,47
101-12,20,23,39,44,49      4,10,11,15,46,48        8,37,38,39,41,44
102-8,11,19,32,43,47       4,10,12,18,20,22        12,20,27,30,38,44
103-16,31,37,39,43,49      6,17,24,29,42,49        5,17,35,40,42,47
104-14,19,27,35,45,48      15,20,21,26,27,36       21,25,32,34,39,48
