601,2,13,36,37,43,46    10,16,20,22,26,38
1,2,24,33,38,41,49      10,17,24,26,46,48
2,5,16,19,21,28,30      4,9,11,30,35,49
3,6,10,11,14,15,31      6,9,11,22,35,46
4,2,17,37,40,42,46      5,10,27,30,37,41
5,3,11,23,40,44,46      1,4,11,25,33,39
6,6,27,28,39,44,45      9,14,23,32,35,44
7,3,6,13,17,24,39       3,6,29,34,35,37
8,2,11,16,21,37,46      4,5,6,9,10,21
9,15,16,25,35,38,41     5,20,22,26,29,35
10,7,15,17,19,20,22     3,11,15,30,33,39
11,4,11,34,42,43,46     2,5,10,26,29,46
12,4,21,29,40,42,47     14,27,30,35,43,48
13,8,13,23,28,32,49     3,18,23,34,41,44
14,6,15,20,33,38,39     15,16,19,21,38,44
602,1,2,28,29,31,40     8,16,27,30,31,40     3,20,27,35,45,47    2,9,19,29,45,46
15,1,10,27,34,39,47     16,18,26,28,33,36
16,2,6,13,28,30,48      12,13,14,22,36,46
17,7,12,13,30,35,40     1,17,18,22,32,34
18,9,11,19,25,42,46     2,14,18,21,32,34
19,9,23,25,32,34,47     8,20,29,32,37,46
20,1,6,18,31,35,36      16,17,20,24,42,48
21,31,34,35,40,48,49    12,16,27,32,33,44
22,9,20,33,37,47,49     12,22,30,31,32,33
23,2,4,9,20,21,36       6,17,29,32,33,34
24,4,6,8,22,41,42       3,19,27,36,37,49
25,3,22,25,44,46,49     8,15,21,24,33,45
26,4,11,24,45,48,49     3,13,16,28,29,45
27,6,10,11,25,35,37     5,16,18,22,39,46
28,7,15,22,31,32,36     21,22,26,27,36,39
29,4,12,25,34,37,43     10,15,22,28,41,48
30,12,13,18,36,46,47    9,17,18,21,33,48
31,5,18,22,24,27,46     17,25,31,32,42,48
32,6,7,19,24,39,44      1,10,18,22,27,42
33,13,15,21,22,25,33    13,19,21,25,26,34
34,19,26,33,41,43,45    22,28,31,32,33,48
35,1,11,12,17,35,39     16,22,25,34,37,39
36,16,21,27,44,48,49    7,9,20,25,28,43
37,3,6,22,30,34,48      7,15,22,25,27,29
38,10,11,33,37,46,48    7,8,12,25,35,47
39,4,14,29,37,46,47     6,11,17,26,31,32
40,2,3,15,28,34,44      6,11,27,39,43,49
41,12,13,14,27,31,43    7,12,33,41,46,48
42,14,25,36,37,39,46    1,2,5,9,21,37
43,4,8,18,22,25,44      2,13,36,39,45,49
44,2,5,25,31,34,42      9,23,29,31,34,38
45,26,31,43,45,46,47    5,24,36,39,41,42
46,11,15,24,28,38,45    6,9,10,29,31,49
47,2,17,24,25,29,42     14,29,32,42,45,49
603,3,8,27,35,36,41     19,20,28,36,37,41
48,4,20,22,42,46,49     1,5,16,43,44,49
49,7,12,18,30,43,46     4,20,31,36,40,45
50,3,5,9,14,33,41       8,12,19,27,39,44
51,1,10,28,33,41,46     8,20,33,39,46,48
52,4,10,25,26,33,48     12,20,28,32,42,49
