86-2, 3, 6,25,30,33		2, 8,19,29,32,44
87-6,16,22,30,35,36		2, 9,23,26,35,39
88-5, 8,22,23,28,35		13,23,27,28,35,47
89-3, 7,22,29,38,39		7,13,25,33,46,49
90-10,15,18,35,37,41		5, 9,13,20,23,44
91-15,21,26,37,40,48		3,11,12,36,47,48
92-5, 8,23,26,30,33		5,16,19,21,40,45
93-21,30,39,42,44,47		3,15,17,18,45,48
94-7,10,20,33,39,48		7,15,38,39,47,49
95-15,18,19,21,27,30		6, 8,21,38,45,49
96-5,12,26,27,37,45		9,10,12,25,33,38
97-2, 4,12,20,23,48		3,20,23,28,48,49
98-5,21,22,24,33,38		1,11,34,44,45,47
99-6,12,22,29,30,37		6, 9,15,22,40,46
100-4,13,27,29,38,47		7,10,25,33,46,47
101-4, 9,23,25,45,47		13,18,30,33,41,49
102-9,17,27,34,35,41		4,12,13,26,29,40
