86,8,15,35,41,42,47     8,9,16,26,36,41         4,16,25,34,43,45
87,1,26,29,40,44,46     3,10,28,30,36,42        17,19,28,29,36,37
88,3,4,19,36,44,49      10,21,27,32,34,46       2,11,23,29,40,43
89,1,16,24,31,34,40     5,11,12,28,32,46        9,21,22,29,32,35
90,7,9,17,19,30,32      17,22,31,32,39,49       2,3,14,19,20,41
91,12,23,27,35,41,43    3,22,23,29,44,46        2,12,17,32,35,36
92,6,15,30,36,38,45     9,14,19,23,26,27        2,14,19,20,21,22
93,7,15,19,20,24,39     3,9,16,45,46,49         3,4,5,12,36,45
94,5,8,15,36,37,47      8,9,18,19,23,38         12,17,18,29,37,43
95,4,7,30,31,37,42      8,19,23,31,36,39        2,15,26,29,40,49
96,28,33,35,42,43,47    12,18,24,40,48,49       5,10,15,24,36,42
97,6,12,14,15,17,38     10,12,13,15,29,47       7,8,24,26,41,46
98,4,14,36,38,39,41     3,13,14,24,32,49        4,21,27,28,29,42
99,12,16,38,41,43,47    1,3,14,29,34,48         5,7,8,14,21,37
100,9,17,20,40,43,49    20,23,31,44,46,48       5,13,14,25,29,36
101,33,40,44,46,47,48   15,17,22,25,45,49       5,12,17,21,24,31
102,4,20,30,37,47,49    15,18,21,29,31,34       16,21,25,33,34,39
