601,10,12,16,22,39,44   4,15,21,29,40,48
1,4,7,19,27,29,32       12,21,26,33,37,43
2,4,7,12,15,35,45       3,5,13,15,16,24
3,4,6,12,18,47,49       4,9,20,29,33,45
4,9,28,29,37,40,43      14,18,25,35,45,48
5,4,10,12,16,17,47      2,15,26,28,37,41
6,4,20,25,27,44,49      2,12,19,25,28,35
7,18,19,25,34,42,48     8,10,19,24,32,38
8,4,11,20,26,34,40      2,8,14,17,31,49
9,11,15,16,22,37,49     3,12,18,23,39,49
10,1,5,21,43,45,49      4,11,15,17,29,39
11,2,8,15,16,40,43      9,20,24,29,37,46
12,16,23,27,29,33,42    12,19,24,26,29,47
13,13,21,22,26,31,48    5,7,9,23,38,45
14,8,16,17,32,38,44     8,15,17,22,24,40
15,15,17,18,23,36,47    5,6,8,14,31,46
16,3,5,11,19,23,24      7,9,20,39,40,49
17,8,18,22,26,32,36     8,12,30,34,46,49
18,20,24,29,31,40,48    2,4,7,40,43,49
19,2,7,12,14,16,17      7,15,17,41,45,47
20,1,5,22,31,33,45      8,28,30,35,36,47
21,8,15,26,31,37,49     6,7,9,12,24,29
22,6,11,24,27,37,44     7,12,15,20,28,42
23,4,32,37,42,43,49     3,4,26,31,35,39
24,1,6,23,24,28,44      6,22,30,31,39,48
25,4,8,15,29,30,35      9,10,14,15,19,47
26,3,8,16,38,41,49      8,11,18,30,31,41
27,3,12,15,26,32,42     2,12,14,19,29,33
28,15,21,26,27,33,46    2,14,15,36,38,41
29,9,13,15,23,31,42     2,17,21,34,40,46
30,19,22,27,30,34,36    1,6,14,18,22,27
31,10,14,16,27,30,38    13,24,27,30,31,36
32,3,13,15,16,33,34     4,28,35,37,40,43
33,9,17,20,28,34,48     1,19,26,33,34,35
34,12,27,28,33,38,45    5,8,19,21,35,46
35,10,17,20,30,43,47    12,15,20,36,44,49
36,7,31,35,38,40,47     11,22,28,43,44,47
602,9,16,18,34,39,45    16,17,22,37,39,43
37,7,8,13,16,36,38      13,21,23,24,30,44
38,5,8,13,24,34,44      6,8,16,17,32,42
39,6,16,21,32,37,45     8,20,22,26,29,45
40,21,28,37,44,45,46    3,4,18,26,30,45
41,6,13,14,20,24,43     2,3,4,16,22,47
42,1,5,16,24,43,47      19,21,23,33,43,49
43,2,34,35,37,40,48     15,22,25,31,35,40
44,2,4,12,39,40,44      11,21,24,30,34,38
45,11,12,28,31,44,45    1,3,7,12,15,47
46,16,21,23,35,40,44    1,10,17,20,27,32
47,5,9,22,27,37,39      15,17,19,23,24,49
48,4,18,25,40,45,47     4,9,17,19,36,38
49,3,10,22,27,37,49     1,8,11,26,37,44
50,11,13,14,17,31,39    12,19,21,30,31,47
51,5,10,14,17,30,40     4,5,16,17,22,30
52,1,11,21,29,33,34     2,14,24,26,38,41

