1,14,19,37,38,40,41     8,10,13,44,48,49        2,9,13,18,26,34
2,6,11,16,19,26,41      2,3,9,12,30,37          27,29,30,39,47,48
3,3,36,39,41,44,45      10,13,23,33,43,46       20,29,31,34,35,47
4,11,16,19,20,43,49     6,11,21,39,45,49        5,9,27,38,43,49
5,13,14,29,34,38,45     10,14,25,28,31,42       10,11,19,21,39,42
6,21,26,29,30,42,47     18,19,23,43,45,48       11,21,24,32,38,41
7,3,12,17,23,35,47      3,26,29,39,43,47        4,9,20,22,43,47
8,4,6,8,35,37,44        11,22,28,36,41,42       1,7,10,21,37,40
9,1,3,19,22,34,35       11,26,27,28,35,47       6,15,21,24,26,41
10,3,10,11,15,35,40     3,4,18,24,35,48         6,24,26,28,34,42
11,13,27,31,34,44,45    1,21,25,27,37,47        5,10,14,20,43,45
12,1,5,25,37,38,48      4,5,9,25,33,45          1,7,26,31,32,35
13,2,5,9,12,20,34       7,9,32,40,44,49         1,11,16,34,47,49
14,6,12,16,21,36,47     6,22,23,24,30,45        6,11,23,24,42,47
15,22,26,28,29,32,36    2,18,22,27,45,49        2,6,24,32,34,42
16,1,3,4,15,26,46       16,27,28,35,43,47       3,9,18,22,34,41
17,9,14,22,27,42,44     1,9,21,39,40,49         3,5,17,21,34,44
18,12,15,17,21,34,41    3,8,10,12,21,33         14,19,27,33,35,38
19,17,24,30,33,38,45    1,4,8,30,45,48          13,17,22,25,32,40
20,7,30,32,33,37,49     4,21,24,26,37,48        11,20,26,42,46,49
21,11,17,19,22,35,43    4,10,16,19,30,33        11,21,24,25,33,37
22,14,21,31,36,39,43    2,7,26,27,36,47         16,28,32,40,41,45
23,13,26,31,40,46,47    3,10,20,26,27,29        1,22,23,29,39,49
24,1,6,10,15,37,49      2,11,22,32,41,48        5,6,7,27,31,45
25,1,7,20,25,27,37      12,15,29,31,46,47       6,10,33,34,42,49
26,7,29,31,32,38,45     14,22,44,45,47,48       6,18,19,22,25,47
27,5,14,19,22,25,40     6,8,19,39,41,49         3,5,10,30,40,46
28,15,22,29,33,36,39    3,6,12,14,16,18         4,8,11,14,17,35
29,11,19,34,35,41,44    3,7,18,27,28,44         9,16,17,36,39,43
30,10,24,32,34,37,38    6,17,26,30,32,33        9,11,16,18,22,39
31,1,10,16,31,33,40     4,21,25,32,35,41        4,6,7,20,25,38
32,21,29,35,37,38,48    7,18,35,45,46,48        1,5,18,27,32,46
33,6,10,25,31,32,33     10,13,14,17,35,42       19,28,31,33,35,44
34,11,20,24,25,28,33    1,9,12,21,22,36         10,13,26,39,41,44
35,16,22,38,40,47,49    3,5,9,20,25,39          2,3,11,13,18,38
36,11,12,16,17,20,41    5,9,18,20,29,42         9,10,15,23,39,45
37,4,19,24,32,43,48     3,8,15,24,27,34         2,3,7,10,21,22
38,7,10,16,18,35,37     10,19,21,35,46,47       7,11,17,22,45,49
39,10,12,20,31,39,44    10,27,35,36,44,48       6,21,37,41,46,49
40,7,8,25,30,35,45      14,17,18,35,36,39       3,5,10,16,19,27
