41,5,6,10,19,27,32      1,13,14,30,37,43        20,22,25,35,41,49
42,6,27,37,39,42,49     4,7,19,25,27,49         6,11,22,30,32,47
43,30,39,42,43,46,48    14,18,29,31,43,48       3,6,13,18,31,35
44,11,13,20,29,36,39    14,17,19,20,32,39       11,19,26,30,35,40
45,2,5,19,32,41,44      17,19,33,38,41,43       5,12,16,17,21,46
46,8,10,14,19,39,49     2,7,15,17,40,45         4,11,21,40,41,46
47,4,11,17,30,42,46     4,8,11,13,27,29         19,30,41,44,48,49
48,1,7,17,23,25,32      14,18,20,27,46,49       9,19,29,40,43,49
49,11,13,25,27,28,35    7,8,14,16,28,32         3,23,31,35,37,48
50,13,14,21,29,37,47    2,27,31,37,41,49        1,4,6,7,15,31
51,4,9,19,23,24,43      2,12,17,20,22,48        10,18,23,35,36,49
52,7,11,17,26,34,46     4,6,16,25,26,32         8,14,25,31,32,49
53,27,30,35,36,37,47    14,19,28,35,39,47       1,24,36,37,39,41
54,1,3,8,16,27,44       9,16,19,27,34,37        3,7,9,19,22,35
55,2,12,15,25,30,35     16,18,26,29,30,49       10,19,26,28,33,38
56,13,16,18,38,43,47    14,15,18,21,33,37       1,11,24,31,35,45
57,4,18,27,32,35,41     5,20,30,34,38,45        12,20,30,35,39,46
58,20,25,34,38,44,46    6,20,24,37,42,47        6,14,21,31,34,36
59,1,3,34,41,43,46      10,13,31,33,40,45       3,15,18,22,40,42
60,10,14,20,25,41,46    6,18,42,43,44,49        1,28,33,34,40,43
61,1,10,11,17,28,44     4,12,16,18,28,34        18,22,26,27,38,49
62,1,6,9,12,23,35       6,7,20,32,35,48         4,9,12,21,43,46
63,16,18,19,24,33,37    12,20,22,31,39,40       3,8,13,15,37,49
64,9,16,22,34,36,40     11,12,19,38,47,49       6,12,14,20,46,48
65,15,19,26,32,46,47    1,2,6,28,29,46          5,8,23,37,39,44
66,4,21,25,27,39,43     3,14,20,31,39,46        5,10,17,22,37,46
67,12,19,33,44,47,48    10,38,43,44,45,46       1,3,13,30,32,36
68,4,8,15,17,21,30      1,18,23,30,38,43        4,5,8,25,43,48
69,1,4,11,17,19,41      1,15,16,17,23,36        9,13,22,38,46,47
70,3,22,24,29,37,43     4,22,24,31,40,41        2,11,18,26,45,46
71,1,2,17,33,36,41      26,27,36,42,45,47       6,8,21,30,34,36
72,19,21,28,40,42,43    1,3,6,12,28,37          5,27,28,31,34,43
73,16,22,25,29,44,47    2,4,26,33,41,49         1,6,14,16,30,37
74,6,24,28,33,36,48     9,13,15,28,34,47        3,14,21,43,44,49
75,6,11,23,40,43,48     4,15,25,26,48,49        2,15,16,23,27,36
76,10,21,25,30,31,47    2,3,8,25,30,36          12,19,25,30,38,39
77,5,12,27,29,34,49     4,7,25,26,39,49         12,18,25,27,38,44
78,4,11,36,37,43,49     16,17,25,34,36,43       9,16,27,29,32,41
79,11,18,20,35,40,47    13,19,21,25,37,46       13,16,32,39,43,45
80,4,6,17,26,45,46      5,12,18,33,34,36        4,17,25,36,43,45
81,8,20,27,30,41,44     18,23,35,39,44,45       4,9,26,28,34,44
82,2,10,19,25,26,35     1,27,30,33,36,46        11,19,23,26,37,39
83,2,20,28,36,37,49     2,10,16,17,23,31        17,19,23,27,31,35
84,1,15,21,41,47,49     6,14,22,35,37,45        10,15,20,30,36,37
85,5,12,19,22,25,41     8,10,25,29,33,45        3,19,22,27,39,40
86,8,10,18,20,31,32     1,2,4,5,20,31           14,32,38,39,42,44
87,1,6,12,14,34,35      14,21,22,23,26,49       13,14,18,20,29,37
88,4,9,41,42,45,47      27,29,33,36,42,47       12,13,20,25,29,35
89,3,12,20,23,42,46     15,33,35,42,44,48       9,10,14,24,27,35
90,8,9,18,23,24,28      21,25,30,36,38,41       4,6,14,30,31,47
91,2,15,18,26,32,38     17,21,23,29,37,47       13,14,23,24,28,34
92,10,12,15,20,22,27    8,13,16,33,34,37        2,4,9,22,29,44
93,4,9,13,18,23,38      10,27,28,30,37,41       9,14,16,33,34,40
94,4,10,19,25,34,42     1,4,7,17,30,44          6,8,30,47,48,49
95,2,5,14,28,34,35      2,23,34,41,46,49        6,18,22,33,37,48
96,5,13,20,28,34,46     7,10,11,21,42,48        2,3,19,22,27,44
97,8,17,24,43,47,49     10,13,25,33,45,47       6,14,15,28,35,38
98,16,19,24,27,32,33    5,25,27,29,30,41        7,10,22,23,24,44
99,3,16,30,31,37,47     11,18,23,25,27,31       4,14,17,21,27,46
100,5,7,29,32,35,36     3,21,24,31,36,44        14,20,27,36,45,48
101,2,8,9,27,28,42      1,25,27,29,33,44        2,8,19,33,36,49
102,9,16,31,33,35,37    2,16,17,33,37,40        1,10,11,33,39,42
103,1,2,7,16,27,46      2,6,15,16,29,35         1,11,32,33,43,49
104,4,23,25,26,34,47    2,9,15,18,36,49         1,17,27,29,33,34
