0,2,3,18,32,37,49
1,6,32,35,36,38,48
2,3,4,11,23,28,29
3,9,16,33,35,36,41
4,2,5,34,43,44,47
5,1,5,13,15,22,28
6,13,15,26,28,41,46
7,10,11,23,29,46,48
8,4,8,28,42,43,47
9,4,16,25,38,42,43
10,3,11,17,41,43,49
11,2,7,12,20,22,27
12,17,26,31,42,44,45
13,20,25,35,38,39,45
14,6,7,11,24,30,45
15,4,15,26,28,36,37
16,3,5,11,17,21,46
17,8,13,27,36,43,45
18,4,9,12,17,22,27
19,7,11,24,25,35,38
20,1,4,30,38,40,47
21,16,19,22,28,43,45
22,6,18,21,31,36,48
23,2,29,36,42,43,44
24,6,10,11,35,37,39
25,4,13,26,34,36,37
26,3,9,19,24,30,39
27,6,8,15,27,30,38
28,6,9,24,41,43,45
29,5,10,29,33,38,48
30,6,21,36,39,46,47
31,4,14,15,25,30,43
32,9,13,29,31,43,49
33,25,28,29,34,36,43
34,2,11,22,24,33,40
35,2,28,29,37,38,42
36,16,23,25,27,29,32
37,2,10,24,37,39,49
38,18,20,26,29,34,40
39,3,4,16,17,48,49
40,23,29,43,45,47,49
41,1,3,4,28,29,39
42,4,13,25,28,34,42
43,11,17,23,27,31,38
44,5,12,18,20,28,39
45,3,11,15,20,38,44
46,2,20,25,36,37,41
47,6,10,23,24,29,33
48,2,7,12,30,47,49
49,12,16,30,33,38,45
50,2,8,9,15,33,45
51,3,9,12,27,32,35
52,2,8,13,22,24,40
601,1,5,7,15,34,49
602,4,17,22,27,38,48
